,Name,Ratings,Title,Date,Text
57,"['Ankur', 'Ravi', 'Mukul Aggarwal', 'swapna', 'Abhigyan Nayak', 'Value.Buyer', 'VIKAS T.', 'Amazon Customer', 'Sunita choudhary ', 'sudhir Chaudhary']","['5.0', '5.0', '4.0', '4.0', '5.0', '5.0', '5.0', '4.0', '5.0', '5.0']","['Best Product', 'Problem when in a call', 'Good product', 'Pocket mode', 'Great Value for Money', 'Best Economic Premium Phone', 'One plus 7', 'Buy it', 'Thanks oneplus', 'Should purchase if want to have a premium handset at good price.']","['25 June 2019', '7 June 2019', '20 June 2019', '19 June 2019', '8 June 2019', '9 June 2019', '24 June 2019', '14 June 2019', '12 June 2019', '8 June 2019']","['The best smartphone in the segment. Quality and design are worthy its price.', 'Mobile performance is good but facing lot of problem with speaker while in call sometime it sounds very loud everyone can listen it out side ,and some times low volume and echo issue', 'Amazing product with high speed and no lagging while gaming just super fast but charging takes time as compare to shown in advertisements', 'The phone is totaly AWSOME ..BUT There is no pocket mode. The screen will turnon inside the pocket when it touches .Thats the only defect i see😊😇', ""A really gorgeous phone which is worth it's price!I don't really have a problem with no wireless charging and no up rating and the phone is buttery smooth with a great screen. In short, Value for Money!"", ""Very good phone. There is nothing to complain about this phone except the screen size. But you can't do anything as most phones are of same size. Rest all functions are awesome. With this price it's far better. If you not that fan of photography then go for oneplus7"", ""Perfect lightening speed.. Smooth response... Camera is good.Battery last for a day with more than average usages.Camera lens is bigger and doesn't fits within the back cover.Looks & feel premium.Little slippery so case advisable."", ""OnePlus not providing earphones that is the only thing i don't feel good about.Processor is so fast, best graphics i ever had, Camera is just fine. I noticed it uses battery in higher levels compare to Oppo F11 pro but this is a really smart gaming phone so i think worth to buy it."", 'Awesome cameraLow price.  Awesome processorAwesome gameplayNice battery backup', ""I have been using it since 3 days, it's very smooth on performance,Camera is also very good , Bokeh effect is improved.Battery is charging very fast .Screen resolution is optimum in appearance.Speakers are also very effective having Dolby atoms touch""]"
58,"['Amazon Customer', 'choten', 'Dinesh Das', 'Dinesh ramkumar', 'Sourav jha', 'Anjali Jhawar', 'Pritesh Vasani', 'Amazon Customer', 'Lavanya', 'Ravi ']","['5.0', '4.0', '5.0', '5.0', '5.0', '5.0', '5.0', '1.0', '4.0', '5.0']","['My first OnePlus smartphone', 'Earphone jack absent', 'Best Product', 'Go for it', 'Amazing.', 'Superfast phone', 'Better than pro version #beast', 'Waste of money', 'OnePlus 7 Review', 'Go for it..']","['8 June 2019', '12 June 2019', '10 June 2019', '15 June 2019', '8 June 2019', '11 June 2019', '7 June 2019', '27 June 2019', '9 June 2019', '30 June 2019']","['Excellent phone at this price point!!Go for it without second thought, dont wait for k20s, OnePlus will last in longer run.Just need few software improvements such as always on display etc. and i m sure it will get it soon through updates.', 'It does not have earphone jack in it se not gopd', ""Amazing camera quality, fast fingerprint sensor, face unlock feature is good, it runs smoothly with the 8 gb ram, ram boost & 256gb memory slot makes it easier to contain large files. I've fallen in love with my OnePlus 7 💖💖💖 !"", ""The whole package is good with good display and performance.The battery isn't that great . Overall 4 stars .."", 'Insane fast.. Multiple apps runs without any lagging.Display is awesome.Camera quality too good.Charging is also too fast, battery lasts easily for 24 hrs.No heating issue.Just Worth it..', 'Superfast phone, good camera quality, dolby sound is awesome. But in same range one can go for HOnor 20 pro as well which gives features of oneplus pro in price range of oneplus.', 'Awesome handset. Company has provided the best of the pro version. Same Chipset, dual speakers , ram boost ,  camera quality is excellent with gcam ( 48 mp ).I think this version is way better than its pro version in terms of battery performance and also about its pricing 😊. Totally satisfied.', 'Battery life is worst, one plus type c earphones waste of money again. We are spending around 30 k, still they are providing 3700 battery. No change in front camera. Why they providing dash chargering when wrap charging is available.', 'ProsGood built qualityGood displayDolby speakers are greatPhoto quality is goodConsTouch sensitive is not as expectedApp lagging oftenNo wide options in cameraZoom capture is bad', 'My first one plus phone...Many good features, worth buying, very fast']"
59,"['Amazon Customer', 'Nikhil Moolchandani', 'Starksammy', 'Sohaib Ali', 'Amazon Customer', 'Amazon Customer', 'Janaiah Putta', 'trinayan', 'Sri', 'Avinash Londhe']","['5.0', '5.0', '5.0', '5.0', '4.0', '5.0', '3.0', '5.0', '5.0', '1.0']","['Poor battery performance!!!', ""COULDN'T GET ANY BETTER"", 'One plus 7 Performance packed', 'Best phone recommend at this budget', 'Overall good.. type c connector is missing in the box', 'Superb', 'Camera pixel 48MP or 8MP?', 'Below average low light camera', 'OnePlus has made it again !!', 'Worst Battery Life.']","['10 June 2019', '25 June 2019', '25 June 2019', '7 June 2019', '1 July 2019', '19 June 2019', '12 June 2019', '11 June 2019', '29 June 2019', '20 June 2019']","['I have used this phone for three days what I observed is -1. Battery life is not adequate as per expectations. Battery is not lasting for even a day with very minimal use.2. Phone size is a bit large not very handy.3. Performance wise it is good.', ""UNBELIEVABLE SUPERB MOBILE PHONE. IT'S SMOOTH AS HELL. FAST AS PAUL WALKER. DOESN'T HANG EVEN ONCE. CAMERA IS SUPERB. SPEAKERS ARE EXTREMELY IMMENSE. BUT THIS PHONE DON'T THINK TWICE IT'S CRAZY!!!Not even a single problem or complain in this phone. 101% recommended. 101% satisfied."", ""It's just the best in class in terms of price it can handle whatever u throw at it snap dragon 855 soc is so snappy and oxygen os is best and close to stock Android camera is great overall if your looking for performance camera and value for money hands down this is the best"", 'Used this phone. Would recommend to buy the dash charger they provide is the fastest.Camera quality is insanePhone speaker quality is amazing with nice stereo output.One thing is that I have made the best decision to stop using iPhone and upgrade to OnePlus.', ""In the product summary, it is mentioned to have a type c to 3.5mm connector but after unboxing I couldn't able to find anything as such.. over the OnePlus product is good..."", ""Everything's pretty good. Superb experience. This is my first time using a OnePlus mobile. As a Samsung user I really like this mobile."", ""Camera quality is not good, worst can say. I don't think so it is 48 MP. Other mobiles with 16 MP is far better than this. Not sure why they didn't consider camera quality. disappointed with it. It will be good if it improves with coming updates, otherwise bad choice in terms of camera."", 'Below average low light or nightsight camera, though it can be fixed by installing gcam, still oneplus should work harder in image processing software..', 'Snappy processorFuture proof camera and finger print sensorMore than a-day stand by with the 3700mAh batteryGreat additional features(RAM boost, Zen mode, screen recorder etc)Overall, a true affordable flagship. OnePlus has made it again.', 'Rest all features are ok. But battery life is pathetic. In 4 hrs without use comes down to 50%. Even redmi stands whole day.']"
60,"['Amazon Customer', 'Prashanth', 'ashish Sharma', 'Kedar Malwadkar', 'Avinash Chaplot', 'Amazon Customer', 'Kevin Joseph', 'shalini somani', 'Krishan H.', 'Rajha']","['2.0', '5.0', '4.0', '4.0', '5.0', '3.0', '5.0', '1.0', '5.0', '5.0']","['Buy it and you will regret because of poor camera quality.', 'Worst delivery', 'Camera in this price segment is not at all good', 'Slick and smooth', 'Awesome mobile', 'Good but not the best !', 'Best phone under 40k.', 'Hardware issues!', 'No one better than 1+', 'Intuitive UI']","['13 June 2019', '8 June 2019', '24 June 2019', '8 June 2019', '7 June 2019', '9 June 2019', '8 June 2019', '22 June 2019', '12 June 2019', '17 June 2019']","[""Definitely the worst camera phone with big numbers on paper. 48 megapixel? Pixels are distressed in every photo. Every image lacks details, poor colours, poor focus, even the screenshot is also having pixeled images. Battery is very good. But it's a worst phone for camera."", 'One of the best phone I have ever used just go for it fantastic camera everything was awesome camera quality osm and battery life all so superb.... Screen fingerprint reader loved it... but one thing is that Amazon have done worst delivery and huge dissopointed on delivery worst delivery', 'Everything is superbbbbb.. fastest phone i have ever used...But camera in this price segment is not at all good', 'Absolute BEAST when it comes to raw performance. Top notch specs with buttery smooth OS makes a killer combination in this budget segment.Only con I found is average camera processing which can be improved with Google camera app.This is a sweet sweet purcahse!', 'The attractive design, super fast speed, excellent camera,', ""It's a good phone and meets all the hype. I'm a first time customer of OnePlus mobiles and I'm happy with the quality of the product.Only disappointment is that there is no aux adapter in the box and you've to shell out extra money for it where the company included it with 6T."", ""Had been using OnePlus 3 for past 3 years and it didn't cause any problems at all bought this one the day it was realsed and it's been working flawlessly."", 'The volume control slider is not working properly. It only has two options - vibration and ringing and no “silent”. The silent profile is also set to “vibration” mode only!', 'I used so many cell phones of different companiesLike apple Samsung and othersBut i must say that unbelievable experience by oneplusI used oneplus6 and 6t aswellNow i purchased 7Its far better than Samsung or Apple.', ""I have been following one plus for an year before owning this. Believe me.. its a damn good experience so far. UI is very intuitive and it's butter smooth.""]"
61,"['Bhuban sahu', 'Amazon Customer', 'Abhishek Mishra', 'Ash', 'aman jaiswal', 'Saquib Saraff', 'Amazon Customer', 'Manjunatha', 'Ritu', 'Ishu jangid']","['5.0', '5.0', '3.0', '5.0', '1.0', '5.0', '5.0', '5.0', '5.0', '4.0']","['Slightly late on fingerprint scanning and camera is just ok not best', 'Great product. Good delivery.', 'Not Worth 33000 /-', 'Loving it!!!!', 'Dont buy.', 'Bill not printed Properly', 'Satisfied', 'Love OnePlus 7', 'Loved this one', 'Charging']","['10 June 2019', '8 June 2019', '16 June 2019', '9 June 2019', '27 June 2019', '13 June 2019', '20 June 2019', '11 June 2019', '11 June 2019', '29 June 2019']","['Oneplus should have given headset adapter in the box but they didn\'t and the most pathetic matter is ""its not available in their site also"".Im also having some negligible issue(which doesn\'t affect much more in our usage) and hoping that it ll be solve in upcoming updated.', 'Great product. Premium smart phone experience and a great value for this price. The product came in a sealed box and the delivery person double checked the seal while delivering. He also unboxed the phone in front of me to ensure the product was actually delivered.', 'Everything is good but the Camera quality is not up to the mark.......not at all happy with the Camera Experience', 'This phone is a gorgeous piece of technology. From its processor to camera everything is perfect. The looks are alluring. Battery backup is quite nice. Altogether a perfect blend of everything.', 'Very aweful product....I received a defective phone. Its screen is damaged And now they are not replacing the phone. The technical support is as ineffective as it gets. The replacement period and the warranty has no meaning. You buy the product and then you are on your own.', 'Today I received the Product, so after unboxing the product I found that the bill is not printed ProperlySo I wanna have a sample of bill to show for GST purpose', ""Didn't like fingerprint reader much. Although the phone is working smoothly. battery life is also good. Camera is good which was the primary reason for buying it. Audio is good enough."", ""I love OnePlus 7 , it's lovely experience with this product. The camera software should be updated or gcam apk should be released for taking asome pics"", ""Bought this product first on amazon.in at 12:00pm 4th June almost 7 days have been passed one week experience of mine would be a great premium phone with decent price... you'll love it's touch and display  ..not good battery life obviously...but yeah great deal"", '1:30hr me charge hota h mobileOne plus wale bolte h 30min me charge hoga']"
62,"['ARYAN JESWANI', 'Dr.hemalata', 'Rudra', 'Harshit Raj', 'Ankush Raghuwanshi', 'Chaithanya', 'Niveditha Dinakar', 'R Khan', 'Amazon Customer', 'aniv shandilya']","['5.0', '5.0', '5.0', '5.0', '5.0', '5.0', '3.0', '4.0', '5.0', '5.0']","['Overall nice', 'One plus 7 red', 'Awesome Experience', 'Great experience', 'Best Performance', 'Best phone at budget price', 'Camera Quality', 'Okay okay', 'Go for It', 'Missed !Audio Jack connector']","['7 June 2019', '11 June 2019', '8 June 2019', '26 June 2019', '17 June 2019', '12 June 2019', '16 June 2019', '23 June 2019', '9 June 2019', '12 June 2019']","['Overall Good phone. But the colour gradients offered by the camera are too bright. Weight and height are just too perfect. Looking forward to oneplus for such phones.', '\xa0In love with the phone quality specially this different shiny red colour...in display finger print is bit very slight slow I felt thats it...rest all is very good', 'The Under display fingerprint sensor is really good and fast. The 20w dash charger gives a very fast charging. If we consider about the performance then the latest Snapdragon 855 makes the phone a super better user experience.', 'Great phone at this price,better than any other smartphone in the market at this price. No complains,apart from battery life as I still get 6 hrs at least on screen time but they should have given it at least 4000 mAh like OnePlus 7 pro', 'It depends on your requirement, what do you need. If you want performance centric phone then I think you should definitely go for this one. Oxygen OS, UFS 3.0 make this phone faster and smoother than any other phone in this price range.', 'Best phone at budget price. Super fast & smooth. Audio quality is great. Overall a excellent phone for the price.', 'Camera quality for a 48mp phone is just so disappointing. . . Bad clarity.Could someone suggest or guide if there is any camera settings that needs to be set.', 'Fingerprint sensor is slow, camera has a default pink tinj to it. Battery life is okay', 'Prroduct is Awesome😍😍😍😍I am a new member to Oneplus FamilySound and 855 is super coolI took normal delivery and was first one to order and it came on Saturday', ""The Product Needs no Specifiactions about its pros but There was no Audio jack connector in the box!.Doesn't one plus offers audio jack connector in the box !?""]"
63,"['Amazon Customer', 'Tassaduq', 'SIBA KRISHNA GUHA', 'Bhushan Ambare', 'Chinna', 'Ankur pawara', 'sourabh', 'Mausam', 'RaghupathiReddy', 'chem pul']","['1.0', '5.0', '5.0', '5.0', '5.0', '5.0', '5.0', '1.0', '5.0', '3.0']","['Earphone jack missing - very disappointing', 'One plus is a brand that you can trust', 'Definition of Awesomeness 😎', 'Best premium mobile with an affordable price', 'Awesome', 'Best flagship killer in the market 🔥🔥🔥🔥', 'Product is outlandish', 'NOT WORKING', 'Happy ,value flagship', ""It's just okay""]","['29 June 2019', '22 June 2019', '17 June 2019', '7 June 2019', '11 June 2019', '16 June 2019', '12 June 2019', '12 June 2019', '22 June 2019', '11 June 2019']","[""The phone does not have earphone jack which is such a basic feature that we didn't bother to check if this facility is available or not. Now we are expected to spend some.more.money to buy a jack. Very disappointing"", ""Super Quality phone .So far best feature phone under this budget.You won't be disappointed."", 'ConsNo audio jack/converter providedProsRest all!', 'All is best...camera speed display battery user interface ...comparable to any flagship mobiles that come with almost the double price..', 'It’s really good mobile,Touch is really great 👍🏻', 'Red colour looks damn sexy 🔥🔥🔥🔥🔥', ""Just in love with the phone. But they could have included type c to 3.5 converter have regret with that, or else everything is awesome. Specially camera and speed 😚. But have bit anger about Amazon delivery timing they were late. But it's ok, overall rating is 4.3/5"", 'My phone is not working.withing 5 days I am having issues.', 'Fingerprint some times not working, camera avarage quality but speed is great no lag', ""The phone is ok. But i would recommend 6t over this one. It's heavy, Feels like carrying a hammer. The colour mirror grey is boring. Better get a proper looking back case. The added on glass protector makes the screen usage rough and feels like using a cheap phone..""]"
64,"['Nishank', 'Dr D.', 'KaLp das', 'Anshul', 'Sai krishna Penugonda', 'sunil chaudhary', 'Chandan Kumar sahu', 'pakalapati.venkateswarao', 'Gireesh Meti', 'Rajan Waghdhare']","['3.0', '5.0', '5.0', '1.0', '4.0', '5.0', '1.0', '3.0', '5.0', '2.0']","['MIC ISSUE', 'Really Beyond the speed !', 'If it’s your Need then Go or else do not upgrade !', 'Camera 48mp quality', 'A flagship for everyone', 'Real Beast 🔥🔥 🔥', 'Not buy this product', 'Good and best smort phone but camera not clear pictures', 'One plus beast all categories', 'Display']","['23 June 2019', '7 June 2019', '17 June 2019', '12 June 2019', '12 June 2019', '8 June 2019', '11 June 2019', '13 June 2019', '24 June 2019', '13 June 2019']","[""I am facing a mic issue in my OnePlus 7 6gb /128gb variant . And even there is no way to replace it. This is my first OnePlus device and I'm really disappointed . OnePlus team and seller should have to help me for replacement of this 12days old phone with mic issue."", 'What a performance ! really fast and smooth . Multitasking is made flawless . no doubt ,its cheapest flagship SN till date in market. Thumbs Up !', 'Fingerprint works fine, camera is good too due to fast charging you won’t feel underpowered but yeah battery drain quicker.Overall good phone with SD 855 & Thankyou amazon for giving 1500 instant cash back 😍 soo a nice deal of 31500/-', 'Camera quality is not good. Fack camera oneplus7 Camera is good but when you compare it with 6t ...you notice 6t pictures are better(slight difference not much).', 'Great build qualitydecent camera performance for the priceBlazing fastConvincing battery lifethe best Android experienceDash charge is helpfulGorgeous AMOLED displayAnd the best zaapy snapy phone in the segment', 'First what a great design and build quality.Speakers are also good,SoC 855 is very powerful and power efficient,Great display,Feels good in handOne sentence is enoughThis is far better and valuable than 7 proJust go for it.', 'Overall Bad but camera quality not good as per specifications and bottom left speaker working only one another not worked, battery life very poor,Wastage moneyCamera 1of 5Sound 1 of 5Battery 2of 5', 'Good mobile and worth cost but not provide USB type c to 3.5 head phone jack and memory card slot  last two things disappointed and camera not good not taken clarity pictures', ""Good mobile iam fully satisfied expect bettery life otherthen it's superb mobileFingerprint very fastBack camera excellentOxygen os superb"", 'Disply colours are poor in my device. I hv requested for replacement.']"
65,"['Amazon Customer', 'subhrajit', 'Amazon Customer', 'Akshay S', 'murugan', 'Avik', 'Shyam Nandan Choudhary', 'Sify', 'Pradeep Urala', 'shaitan s.']","['4.0', '5.0', '5.0', '5.0', '5.0', '5.0', '4.0', '5.0', '5.0', '1.0']","['Overall good 👍', 'Sexy and more sensitive', 'Great product 👍', 'Worth of money', 'The greatest purchase of life time', 'Thank you one plus', 'value for money product', 'Best mobile in this range', 'Amazing phone in its price range.', 'Poor performance of battery of OnePlus 7']","['19 June 2019', '24 June 2019', '22 June 2019', '7 June 2019', '13 June 2019', '29 June 2019', '8 June 2019', '21 June 2019', '9 June 2019', '27 June 2019']","[""I upgraded this phone from oneplus 6 .Everything is good but this phone don't have LED notification light 😡.Amazing experience on Netflix 👌 .."", 'Smooth experience UI. Optimized pack. But little higher price. But phone is very sexy and sensitivity.Feels the way you feel', 'Hello friend i am recently purchased one plus 7 . Before I have iPhone but now this phone completely change my Android phone thinking for slow UI response and hang issueGreat UIGreat batteryEpic screenAll over great product', 'Fast and fabulous phone.High speed performance', 'Excellent mobile with all latest specs with the best price, I really love it', 'Good product', ""Nice phone with awesome speed till now i haven't face any time of lag there minor faults like 3.5mm audio jack , IP certification and etc. If oneplus solve these problem in its next device with same price then it will  surely gonna be a big game changer...."", 'Good mobile from one plus.... battery life is great, good camera and no mobile heating...Over all nice mobile', 'Great phone. Premium display.Good camera. Decent battery backup.Looking for some updates on camera.Super fast delivery by Amazon.', 'Battery running out quickly even I full charge in morning it runs out in half a day....poor performance of battery not expecting such things from OnePlus']"
66,"['shubham r.', 'NITIN TYAGI', 'Amazon Customer', 'Amazon Customer', 'Sanjay Kumar', 'Nidhi', 'Shashivendra Singh', 'rahul kumar gupta', 'ManojKumar R V K', 'vanishri']","['1.0', '5.0', '5.0', '5.0', '5.0', '3.0', '5.0', '5.0', '5.0', '5.0']","['Quality issues', 'Awesome product.....I love it this phone in this price.', 'Best phone', 'Great deal', 'Excellent phone', 'WiFi not connecting', 'Oneplus Honest Review', 'Must purchase this device', 'Qulaity product', 'Awesome phone']","['14 June 2019', '23 June 2019', '17 June 2019', '13 June 2019', '8 June 2019', '21 June 2019', '7 June 2019', '7 June 2019', '16 June 2019', '14 June 2019']","['I got a defective piece, light is passing through the top bezel of the device, not expected this quality from oneplus, VERY DISAPPOINTED', 'Awesome phone fingerprint scanner work faster and smoothly.Camera quality good specially nightscape mode.Overall good phone at this price in the market.', 'The phone is just awesome , performance is absolutely phenomenal , its camera quality is great , regarding battery life i got around 7hours of SOT(screen on time) which is pretty good , rest everything is amazing , just go for it :)', 'Got this phone in exchange of one plus 3T plus  card discount. Got great deal.. awsum phone... Satisfied with the product.', 'It’s truly carry the legacy of a reputed company. Well done OP team. Excellent phone, blazing fast processor, great camera, battery performance is also ok and at very affordable price.', 'Could anyone please help me over the WiFi issue. I just got this mobile and I am unable to connect to WiFi though I can see it in list', 'In Past I had use many phones but Oneeplus 7 is a beast  in terms of performance battery life. This phone is best speciallyy for students. Best battery life better optimization. Very well OneplusKeep it up', 'Outstanding performance from oneplus 7 ...love uh oneplus', 'Cons:Finger print and face unlock are excellent.Battery life is good with 1.5 days on network connection.Speakers are good.Performance is too good on premium processor snapdragon 855.Pros:No headphone jack.', 'Just love it🥰😍😘']"
67,"['Anonymous told ', 'Karthi', 'Anushree Kamble', 'akshay adane', 'Sandeep kaur', 'Sarla koli', 'Ashwani J.', 'Sanjoy Kr Roy', 'Jaya prakash', 'Jatin Malik']","['1.0', '5.0', '5.0', '5.0', '5.0', '5.0', '5.0', '1.0', '5.0', '2.0']","['Phone', 'Fastest phone and perfectly smart', 'Worth it', 'All over best smartphone.', 'Better than flagships', 'Awesome phone and great battery backup', 'Amazing performance', 'Exchange of Phone', ""don't regret to buy one plus 7"", 'Expensive']","['28 June 2019', '15 June 2019', '19 June 2019', '7 June 2019', '1 July 2019', '9 June 2019', '7 June 2019', '24 June 2019', '10 June 2019', '21 June 2019']","['Worst hearing quality , would recommend not to buy the product .', 'One Plus...an amazing smart phone with swift response...UI...great. Selfie Camera good...Rear.. perfect...no hanging...so..all good.', 'My 1st one plus experience! It is really a good phone and more than I expected. Sound and Camera quality is excellent . Moreover the battery life with overall use of the phone remains for good two days.  I especially loved the red colour of the phone.', ""Speed is very fast. Apps execute very smoothly like butter. Battery charge very fast. Battery drains slowly. Other functions like camera, and video, are best. Snapdragon 855 chipset is fastest. All the functions are very good. I'd like to give 5 star."", 'Just  go for it. It is better than the flagships. If you start using one plus mobile. You will not be  satisfied with any other phone.', 'The phone is awesome.1) Battery backup is excellent (u can check in the pic I had shared of how much battery backup it gives)2)camera is great3)smooth performance4) charges very rapidly5) gaming experience is also very awesome', 'Performance is amazing , cameras are ok , battery is above average , display is very good , you can watch its review on my YouTube channel Gaming DJ', 'I want to exchange the phone. It was bought with guaranted exchange price, but how could i use it????', ""The product is fantastic ,it's very Handy to use and very smooth experience with lighting speed where my phone got full charge within 20 min . Op7 is the right choice to buy when compared to pro . The sad part is without dongle"", ""Nice phone camera quality of rear camera is very good, front camera is ok ok, 33k isn't worth it""]"
68,"['CHEETAH', 'Amazon Customer', 'Vaibhav Sabar', 'ayush jain', 'Devesh', 'Amazon Customer', 'Vishal', 'vijai`', 'Prasanna Shyaam.T.A', 'deepak gamit']","['1.0', '5.0', '5.0', '5.0', '1.0', '5.0', '3.0', '5.0', '5.0', '4.0']","['POOR QUALITY PHONE', 'Go for it...', 'Bang for the buck!', 'oneplus 7 is a beast', 'Getting a black screen while browsing FB on chrome', 'One plus 7 Really Worth', 'Good', 'Mind-blowing OnePlus 7', 'Wow', 'An All-rounder product']","['9 June 2019', '11 June 2019', '8 June 2019', '8 June 2019', '10 June 2019', '14 June 2019', '10 June 2019', '8 June 2019', '29 June 2019', '24 June 2019']","['Poor voice quality and otherwise quality also not upto the mark', 'This is the best phone i have bought so far. Camera quality of rear and front camera is damn perfect. Battery life more than 10 hrs having internet on. Dash charger charges your cell 80%+ within half n hr.', ""It's crazy fast. I love it. The best in class specs in a familiar package, what else can you ask for. The nitpickings can be resolved using software updates, but rest assured, when you'll use it, you'll know, that you're in for a treat!"", 'this is best phone under 35000 no one can beat oneplus 7 in performance the quality is awesome the camera was improved and dual speaker is awesome', 'I have recently purchased the product and I can tell you that I am facing the black screen issue at the time of using FB on Chrome. This is frustrating, I have invested 38k on this device and it cannot even carry out a basic thing. Shame oneplus!', 'WorthValue for money , quality and robust design.Happy to became a one plus family member.Camera awesome.Processor great.Only 1cons - Headset slot missing.', 'Product is good disappointed because they did not provide type c to 3.5mm Jack and no headphones with phone totally disappointed for that', 'Lightning performanceOutstanding camera experienceCustomisable and user friendly interfaceLoud and crisp audioFast Charging but not fastestOnly drawback is 3.5mm Jack and converter not included', 'One of the top class in premium segment mobile with affordable price tag.', 'Excellent product from one plus team....scope for camera improvement ..... battery life ok.... fingerprint scanner fast ......']"
69,"['suraj m shetty', 'Manish', 'Ragavendhran s', 'Kiran Katabattini', 'Nideesh ', 'Ankit Malhotra', 'Yesudas', 'Dinesh', 'Ayush p.', 'Rishabh Anand']","['1.0', '5.0', '4.0', '4.0', '1.0', '5.0', '1.0', '4.0', '4.0', '5.0']","['Disappointed', 'Awesome', 'ONEPLUS 7 * REVIEW', 'Speed you need (Never Settle) - OnePlus 7', 'we are paying big amount atlest u can provide headphone with mobile', 'Literally a beast', 'Accessories problems', 'Worth every penny', 'Best mobile at cost', 'Bang for buck']","['28 June 2019', '19 June 2019', '20 June 2019', '8 June 2019', '25 June 2019', '7 June 2019', '16 June 2019', '8 June 2019', '8 June 2019', '12 June 2019']","['Received a defective product and i realised the the problem after 15 days of purchase and that too when i compared it with a other so OnePlus device. When i raised this issue to the OnePlus team they are denying to replace the device', 'Pros:-Best Performance-No heating issue-Gaming Mode-In Display Fingerprint + Face unlock-Fast Charging-Good Display-Lots of StorageCons:-Not good camera', 'Really Amazing N finally my hands on OP7 , Smooth , Build Premium Design , superb Cam quality , Battery Backup , Vibrant Display n Dash Charger . Gud packing N speedy Delivery . Great work Amazon Team .', 'I liked total features(Software & Hardware) in OnePlus7 phone except camera.Dislikes: 1) Expecting better Battery Performance.  2) Accurate fingerprint recognisation  3) In box there is no C type dongle.', 'atleast u can provide the headphone with mobile  we are paying big amount and compare to other phone quality was good but need more frequent if u offer headphone may be ur seal incharge more  than what u getting..', 'Excellent phone just go blindly for it.', 'Dislike bcoz accessories not getting only charger received', ""It's been only 3 days initial impression was too good at this price point"", ""The OnePlus 7 i recently bought could be said the cheapest and powerful model of oneplus. The thing that degrades the look of this mobile is it's rubbish back case only. It is good enough for gaming, running bulky apps and many more."", 'Best value for money device and oxygen os is at its all time best.']"
70,"['Jagdish Parmar', 'suresh', 'Abhishek sahare', 'Amazon Customer', 'Harisha A M', 'Ashish vishwakarma', 'Amazon Customer', 'Fahis FS', 'Prashant', 'Amazon Customer']","['5.0', '4.0', '5.0', '5.0', '4.0', '5.0', '5.0', '5.0', '4.0', '5.0']","['Great deal', 'If u are addicted to OnePlus go for it', 'Value For Money', 'Great value for money phone', 'Good', 'True Flagship Killer', 'Must use this phone !', 'Worth to buy...i love a lots', 'Best Phone under price', 'Amazing phone..worth an Upgrade..']","['17 June 2019', '13 June 2019', '9 June 2019', '9 June 2019', '22 June 2019', '17 June 2019', '19 June 2019', '27 June 2019', '13 June 2019', '7 June 2019']","[""The Phone is best with this specification. Camera quality is a little bit average. Battery life is good, and charging speed is very fast. Fingerprint reader is very fast, no doubt. In overall it's a best deal in this price range."", 'Animation of fringerprint is bit irritating.screen quality is awesome+ the camera is great. I was a OnePlus 5 user and the weight of OnePlus 7 is much more than 5 ,maybe heavy than any normal phone. The UI is great and battery to', ""Quick delivery 👍mirror Grey Colour Is awesome.Dolby atmos 👌.855 is Superfast .RAM MANAGEMENT☝️.Dash Charging Very Fast⚡⚡.Oxygen Is simply awesome 🤩.Little Bugs in camera But It's great Though 🤩"", 'Great product. Great premium look. I like the Mirror Grey colour. Highly satisfied with speed & performance. Camera is also nice.On the whole probably the best premium phone in this range. Great value for money.', ""It's very fast mobile as I was using 3 but the only inconvenience is that they do not provide C-type earphone connector otherwise it is classiest mobile for use.Nightscape is really wonderful"", 'I did searched for almost 2 months and then i watched almost 20 videos of this phones and then i was in double minded whether to buy Opp Reno 10x or One Plus 7.I all comparison One Plus 7 won apart from zoom quality.Go for It.', ""This is an Masterpiece. It's truly amazing product..The touch feel, screen resolution, quality of phone, clean and clear pictures, wonderful sound.This is just value for money !!"", 'I loves everything in this phone...glossy back was awesome..unique designBut the pre applied screen protector bubbles', 'The sound quality is awesome and little bit you fill disappointment  in the camera. But i hope in new update they improve the camera quality software as I read it had all the possibility for capturing the good image. So it can worth buy.', 'I have migrated from ONE PLUS 2 to ONE PLUS 7. I am enjoying the speed of this phone...its very fast..Sound is amazing... and the video stream quality from netflix is awesome..my journey with ONE PLUS will continue for ever..']"
